Cód. Item; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ;Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ;  Vl. Perda ; Vl. Ganho ; Vol. Aferido 
782;3.138,00; -   ;3.138,00;406,61;2.731,39;;10,61;2.742,00;6;3.138,00; -   ;3.138,00;406,61;2.731,39; -   ;10,61;2.742,00
1;9.870,00;5.000,00;14.870,00;2.719,11;12.150,89;;54,11;12.205,00;3;9.870,00;5.000,00;14.870,00;2.719,11;12.150,89; -   ;54,11;12.205,00
2;1.125,00;5.000,00;6.125,00;1.035,22;5.089,78;25; -   ;5.065,00;1;1.125,00;5.000,00;6.125,00;1.035,22;5.089,78;25; -   ;5.065,00
3;5.752,00; -   ;5.752,00;1.734,57;4.017,43; -   ;21,57;4.039,00;2;5.752,00; -   ;5.752,00;1.734,57;4.017,43; -   ;21,57;4.039,00
782;2.742,00; -   ;2.742,00;468,58;2.273,42; -   ;1,58;2.275,00;6;2.742,00; -   ;2.742,00;468,58;2.273,42; -   ;1,58;2.275,00
3;3.947,00; -   ;3.947,00;1.569,39;2.377,61;8,61; -   ;2.369,00;2;3.947,00; -   ;3.947,00;1.569,39;2.377,61;8,61; -   ;2.369,00
782;5.279,00; -   ;5.279,00;143,22;5.135,78;9,78;;5.126,00;6;5.279,00; -   ;5.279,00;143,22;5.135,78;9,78; -   ;5.126,00
1;9.844,00;5.000,00;14.844,00;3.261,58;11.582,42; -   ;;11.592,00;3;9.844,00;5.000,00;14.844,00;3.261,58;11.582,42; -   ;9,58;11.592,00
2;6.780,00; -   ;6.780,00;1.450,65;5.329,35;13,35;;5.316,00;1;6.780,00; -   ;6.780,00;1.450,65;5.329,35;13,35; -   ;5.316,00
3;2.369,00;5.000,00;7.369,00;1.971,66;5.397,34; -   ;8,66;5.406,00;2;2.369,00;5.000,00;7.369,00;1.971,66;5.397,34; -   ;8,66;5.406,00
782;5.126,00;;5.126,00;665,9;4.460,10;14,1;;4.446,00;6;5.126,00;;5.126,00;665,9;4.460,10;14,1; -   ;4.446,00
1;11.592,00;;11.592,00;2.999,14;8.592,86;21,86;;8.571,00;3;11.592,00;;11.592,00;2.999,14;8.592,86;21,86; -   ;8.571,00
2;5.316,00;;5.316,00;1.758,20;3.557,80;7,8;;3.550,00;1;5.316,00;;5.316,00;1.758,20;3.557,80;7,8; -   ;3.550,00
3;5.406,00;;5.406,00;1.968,02;3.437,98;;7,02;3.445,00;2;5.406,00;;5.406,00;1.968,02;3.437,98; -   ;7,02;3.445,00
782;4.446,00;;4.446,00;706,46;3.739,54;15,54;;3.724,00;6;4.446,00;;4.446,00;706,46;3.739,54;15,54; -   ;3.724,00
1;8.571,00;5.000,00;13.571,00;2.947,57;10.623,43;;9,57;10.633,00;3;8.571,00;5.000,00;13.571,00;2.947,57;10.623,43; -   ;9,57;10.633,00
2;3.550,00; -   ;3.550,00;1.271,02;2.278,98;;1,02;2.280,00;1;3.550,00; -   ;3.550,00;1.271,02;2.278,98; -   ;1,02;2.280,00
3;3.445,00;5.000,00;8.445,00;1.998,48;6.446,52;;9,49;6.456,00;2;3.445,00;5.000,00;8.445,00;1.998,48;6.446,52; -   ;9,49;6.456,00
782;3.724,00;;3.724,00;662,8;3.061,20;11,2;;3.050,00;6;3.724,00; -   ;3.724,00;662,8;3.061,20;11,2; -   ;3.050,00
1;10.633,00;5.000,00;15.633,00;2.699,07;12.933,93;;5,07;12.939,00;3;10.633,00;5.000,00;15.633,00;2.699,07;12.933,93; -   ;5,07;12.939,00
2;2.280,00;5.000,00;7.280,00;1.334,83;5.945,17;;2,83;5.948,00;1;2.280,00;5.000,00;7.280,00;1.334,83;5.945,17; -   ;2,83;5.948,00
3;6.456,00;;6.456,00;1.780,51;4.675,49;5,49; -   ;4.670,00;2;6.456,00; -   ;6.456,00;1.780,51;4.675,49;5,49; -   ;4.670,00
782;3.050,00;;3.050,00;348,97;2.701,03;6,03; -   ;2.695,00;6;3.050,00; -   ;3.050,00;348,97;2.701,03;6,03; -   ;2.695,00
1;12.939,00;;12.939,00;3.310,71;9.628,29;20,29; -   ;9.608,00;3;12.939,00; -   ;12.939,00;3.310,71;9.628,29;20,29; -   ;9.608,00
2;5.948,00;;5.948,00;2.139,08;3.808,92;2,82;;3.806,00;1;5.948,00; -   ;5.948,00;2.139,08;3.808,92;2,82; -   ;3.806,00
3;4.670,00;;4.670,00;2.073,83;2.596,17;;4,83;2.601,00;2;4.670,00; -   ;4.670,00;2.073,83;2.596,17; -   ;4,83;2.601,00
782;2.695,00;;2.695,00;550,43;2.144,57;11,57;;2.133,00;6;2.695,00; -   ;2.695,00;550,43;2.144,57;11,57; -   ;2.133,00
1;9.608,00;5.000,00;14.608,00;2.937,31;11.670,69;;9,31;11.680,00;3;9.608,00;5.000,00;14.608,00;2.937,31;11.670,69; -   ;9,31;11.680,00
2;3.806,00;;3.806,00;1.297,40;2.508,60;1,6;;2.507,00;1;3.806,00; -   ;3.806,00;1.297,40;2.508,60;1,6; -   ;2.507,00
1;10.847,00;5.000,00;15.847,00;3.140,11;12.706,89;;34,11;12.741,00;3;10.847,00;5.000,00;15.847,00;3.140,11;12.706,89; -   ;34,11;12.741,00
2;5.306,00;;5.306,00;1.064,54;4.241,46;;9,54;4.251,00;1;5.306,00; -   ;5.306,00;1.064,54;4.241,46; -   ;9,54;4.251,00
3;2.655,00;5.000,00;7.655,00;1.650,91;6.004,09;;15,91;6.020,00;2;2.655,00;5.000,00;7.655,00;1.650,91;6.004,09; -   ;15,91;6.020,00
782;5.689,00;;5.689,00;364,89;5.324,11;;25,89;5.350,00;6;5.689,00; -   ;5.689,00;364,89;5.324,11; -   ;25,89;5.350,00
1;12.741,00;;12.741,00;3.033,28;9.707,72;1,72;;9.706,00;3;12.741,00; -   ;12.741,00;3.033,28;9.707,72;1,72; -   ;9.706,00
2;4.251,00;;4.251,00;1.121,63;3.129,37;;5,63;3.135,00;1;4.251,00; -   ;4.251,00;1.121,63;3.129,37; -   ;5,63;3.135,00
3;6.020,00;;6.020,00;1.772,75;4.247,25;;1,75;4.249,00;2;6.020,00; -   ;6.020,00;1.772,75;4.247,25; -   ;1,75;4.249,00
782;5.350,00;;5.350,00;470,28;4.879,72;;1,28;4.881,00;6;5.350,00; -   ;5.350,00;470,28;4.879,72; -   ;1,28;4.881,00
1;9.706,00;5.000,00;14.706,00;3.786,77;10.919,23;;16,77;10.936,00;3;9.706,00;5.000,00;14.706,00;3.786,77;10.919,23; -   ;16,77;10.936,00
2;3.135,00;5.000,00;8.135,00;987,36;7.147,64;;12,36;7.160,00;1;3.135,00;5.000,00;8.135,00;987,36;7.147,64; -   ;12,36;7.160,00
3;4.249,00;;4.249,00;1.993,65;2.255,35;5,35;;2.250,00;2;4.249,00; -   ;4.249,00;1.993,65;2.255,35;5,35; -   ;2.250,00
782;4.881,00;;4.881,00;744,66;4.136,34;14,34;;4.122,00;6;4.881,00; -   ;4.881,00;744,66;4.136,34;14,34; -   ;4.122,00
1;10.936,00;10.000,00;20.936,00;3.537,88;17.398,12;;26,88;17.425,00;3;10.936,00;10.000,00;20.936,00;3.537,88;17.398,12; -   ;26,88;17.425,00
2;7.160,00; -   ;7.160,00;1.785,74;5.374,26;4,26;;5.370,00;1;7.160,00; -   ;7.160,00;1.785,74;5.374,26;4,26; -   ;5.370,00
3;2.250,00;5.000,00;7.250,00;2.083,60;5.166,40;;9,6;5.176,00;2;2.250,00;5.000,00;7.250,00;2.083,60;5.166,40; -   ;9,6;5.176,00
782;4.122,00;;4.122,00;508,23;3.613,77;6,77;;3.607,00;6;4.122,00; -   ;4.122,00;508,23;3.613,77;6,77; -   ;3.607,00
1;17.425,00;;17.425,00;4.194,89;13.230,11;15,11; -   ;13.215,00;3;17.425,00; -   ;17.425,00;4.194,89;13.230,11;15,11; -   ;13.215,00
2;5.370,00;;5.370,00;1.006,34;4.363,66;;7,34;4.371,00;1;5.370,00; -   ;5.370,00;1.006,34;4.363,66; -   ;7,34;4.371,00
3;5.176,00;;5.176,00;1.220,27;3.955,73;;1,27;3.957,00;2;5.176,00; -   ;5.176,00;1.220,27;3.955,73; -   ;1,27;3.957,00
782;3.607,00;;3.607,00;386,48;3.220,52;6,52;;3.214,00;6;3.607,00; -   ;3.607,00;386,48;3.220,52;6,52; -   ;3.214,00
1;13.215,00;;13.215,00;2.727,20;10.487,80;18,8;;10.469,00;3;13.215,00; -   ;13.215,00;2.727,20;10.487,80;18,8; -   ;10.469,00
2;4.371,00;;4.371,00;668,27;3.702,73;0,73;;3.702,00;1;4.371,00; -   ;4.371,00;668,27;3.702,73;0,73; -   ;3.702,00
3;3.957,00;;3.957,00;859,69;3.097,31;9,31;;3.088,00;2;3.957,00; -   ;3.957,00;859,69;3.097,31;9,31; -   ;3.088,00
782;3.214,00;;3.214,00;337,56;2.876,44;9,44;;2.867,00;6;3.214,00; -   ;3.214,00;337,56;2.876,44;9,44; -   ;2.867,00
1;10.469,00;5.000,00;15.469,00;3.368,33;12.100,67; -   ;10,33;12.111,00;3;10.469,00;5.000,00;15.469,00;3.368,33;12.100,67; -   ;10,33;12.111,00
2;3.702,00;;3.702,00;1.026,87;2.675,13;5,13; -   ;2.670,00;1;3.702,00; -   ;3.702,00;1.026,87;2.675,13;5,13; -   ;2.670,00
3;3.088,00;;8.088,00;1.470,08;6.617,92;;8,08;6.626,00;2;3.088,00;5.000,00;8.088,00;1.470,08;6.617,92; -   ;8,08;6.626,00
782;2.867,00;;2.867,00;699,24;2.167,76;8,76;;2.159,00;6;2.867,00; -   ;2.867,00;699,24;2.167,76;8,76; -   ;2.159,00
1;12.111,00;5.000,00;17.111,00;3.095,28;14.015,72;;37,28;14.053,00;3;12.111,00;5.000,00;17.111,00;3.095,28;14.015,72; -   ;37,28;14.053,00
2;2.670,00;5.000,00;7.670,00;1.524,97;6.145,03;;29,97;6.175,00;1;2.670,00;5.000,00;7.670,00;1.524,97;6.145,03; -   ;29,97;6.175,00
3;6.626,00;;6.626,00;1.583,86;5.042,14;2,14;;5.040,00;2;6.626,00; -   ;6.626,00;1.583,86;5.042,14;2,14; -   ;5.040,00
782;2.159,00;;2.159,00;618,46;1.540,54;2,54;;1.538,00;6;2.159,00; -   ;2.159,00;618,46;1.540,54;2,54; -   ;1.538,00
1;14.053,00;5.000,00;19.053,00;2.706,29;16.346,71;;1,29;16.348,00;3;14.053,00;5.000,00;19.053,00;2.706,29;16.346,71; -   ;1,29;16.348,00
2;6.175,00; -   ;6.175,00;1.279,60;4.895,40;;14,6;4.910,00;1;6.175,00; -   ;6.175,00;1.279,60;4.895,40; -   ;14,6;4.910,00
3;5.040,00; -   ;5.040,00;1.562,80;3.477,20;;4,8;3.482,00;2;5.040,00; -   ;5.040,00;1.562,80;3.477,20; -   ;4,8;3.482,00
782;1.538,00;5.000,00;6.538,00;381,77;6.156,23;;19,77;6.176,00;6;1.538,00;5.000,00;6.538,00;381,77;6.156,23; -   ;19,77;6.176,00
1;16.348,00; -   ;16.348,00;2.736,63;13.611,37;;14,63;13.626,00;3;16.348,00; -   ;16.348,00;2.736,63;13.611,37; -   ;14,63;13.626,00
